"length","type","comblength","height","probability"
6,"Straight",6,6,0.0002369860567792621
6,"Straight",5,5,0.0004999431882740597
10,"SquareBomb",4,7,0.00037521991623721374
11,"SquareBomb",4,12,0.00030571759846371245
11,"SquareBomb",4,8,0.00028873328743795067
5,"SquareBomb",4,8,0.0005919091245402912
12,"SquareBomb",4,7,0.00033469201441703087
4,"SquareBomb",4,7,0.0005181932329278582
9,"SquareBomb",4,8,0.00032620198946145166
6,"SquareBomb",4,10,0.0003343775869625205
10,"SquareBomb",4,10,0.000302044247925392
13,"PairSteps",5,9,2.8928020143158986e-05
13,"Straight",12,14,0.00023200272154813508
13,"StraightBomb",6,13,4.28134698118753e-05
7,"Straight",7,10,0.0003805997016921257
14,"PairSteps",5,9,2.8131262955118846e-05
14,"PairSteps",5,8,2.626963525955951e-05
14,"StraightBomb",6,13,2.9992890650678182e-05
12,"StraightBomb",6,13,4.671902260741163e-05
13,"SquareBomb",4,10,0.00023836688597963005
7,"SquareBomb",4,5,0.00038831456051020933
8,"Straight",8,11,7.509327657711972e-05
14,"Straight",13,13,2.502855012918662e-05
11,"SquareBomb",4,5,0.00036459654335302004
10,"SquareBomb",4,5,0.0003565367668810039
8,"SquareBomb",4,10,0.00011085197970908149
12,"Straight",9,9,0.00014092295343874983
12,"Straight",10,10,7.352501918543469e-05
9,"SquareBomb",4,5,0.00033732251182945564
13,"Straight",11,11,2.9506580546022166e-05
13,"Straight",9,9,0.0001249690470184468
13,"Straight",10,10,7.289861076076064e-05
3,"Trio",3,2,0.003239869048224857
11,"StraightBomb",5,12,0.00021739918112975107
14,"StraightBomb",6,14,3.0199738172406996e-05
14,"StraightBomb",7,14,5.998578130135636e-06
8,"PairSteps",3,12,0.00019810321535106823
5,"FullHouse",5,10,0.0015145909951472156
7,"PairSteps",3,12,0.00043974695263076683
3,"Trio",3,14,0.0010432039081980562
8,"PairSteps",3,9,0.00019524251910051129
13,"StraightBomb",5,7,0.0002308456007424087
6,"StraightBomb",5,7,0.00032463843394419463
13,"PairSteps",5,8,2.5456657725979907e-05
6,"PairSteps",3,12,0.0001331017579171198
12,"StraightBomb",5,7,0.0002450833972847823
11,"StraightBomb",5,7,0.0002706166890104714
8,"StraightBomb",5,7,9.583332439365755e-05
10,"StraightBomb",5,10,0.00029893038969935697
13,"StraightBomb",5,11,0.00021464590946223966
4,"PairSteps",2,8,0.0011493260166220444
5,"Single",1,1,0.002341522860313799
8,"StraightBomb",5,10,0.00010155471689477144
7,"StraightBomb",5,10,0.00032145245075348457
9,"StraightBomb",5,10,0.0003132280466987803
5,"FullHouse",5,12,0.0010880682436402412
10,"SquareBomb",4,13,0.00032072739728160175
10,"PairSteps",4,5,0.00017593298977097572
10,"StraightBomb",5,7,0.0002600071618739199
9,"PairSteps",4,5,0.00011676548486404235
11,"PairSteps",4,5,0.00021513460632631616
9,"Straight",9,10,0.0002335309697280847
9,"Straight",8,10,0.0009508046624643449
11,"SquareBomb",4,3,0.0004302692126526323
9,"SquareBomb",4,3,0.00037068407893346776
10,"PairSteps",3,10,0.0008640956577247037
10,"PairSteps",4,10,0.00012299739992838125
7,"SquareBomb",4,3,0.000498894203569408
4,"PairSteps",2,9,0.0010629604778007347
6,"SquareBomb",4,13,0.00044150827016410475
8,"SquareBomb",4,6,0.00012014924252339155
12,"PairSteps",5,12,2.4508339728478232e-05
12,"PairSteps",4,11,0.000179983119881012
7,"SquareBomb",4,6,0.0003265956899655403
10,"SquareBomb",4,6,0.0003269551137336717
10,"PairSteps",5,12,4.670787339052453e-06
10,"PairSteps",4,11,0.0001089850379112239
9,"SquareBomb",4,6,0.0003354690914347883
11,"PairSteps",5,12,1.245516141889199e-05
11,"PairSteps",4,11,0.0001290807637957897
3,"Single",1,1,0.0032737943785727613
8,"SquareBomb",4,2,0.00016806590472022033
7,"PairSteps",3,7,0.0002828781566630664
6,"StraightBomb",5,9,0.00024023244111870404
12,"PairSteps",4,8,0.0001677289500167729
12,"PairSteps",5,9,2.4508339728478232e-05
11,"Straight",9,9,0.00012568390159063735
5,"Straight",5,5,0.00036123865688856004
8,"SquareBomb",4,11,0.00010226989095741067
4,"SquareBomb",4,2,0.0008437248792543332
6,"SquareBomb",4,4,0.000425276348466895
8,"PairSteps",3,7,0.00014374998659048632
7,"SquareBomb",4,4,0.0003625983644499306
10,"SquareBomb",4,14,0.0001385666910585561
7,"SquareBomb",4,11,0.0003368821683896518
4,"Trio",3,4,0.0026773317034606008
11,"SquareBomb",4,14,0.00012228703938548498
14,"PairSteps",5,10,3.681885886772908e-05
9,"SquareBomb",4,11,0.0002576254348587601
5,"PairSteps",2,5,0.001592931908689313
4,"PairSteps",2,14,0.0014017791300997189
12,"StraightBomb",5,11,0.00021827740070675923
3,"Trio",3,11,0.0014672705375468594
4,"SquareBomb",4,8,0.0004451147000790577
7,"PairSteps",3,13,0.0005117523015995474
11,"PairSteps",4,6,0.00016418167324903075
9,"PairSteps",4,6,5.3749191445352826e-05
7,"PairSteps",3,9,0.0003574551252378748
5,"Straight",5,14,0.0006746023110569495
4,"Single",1,1,0.0028567062840894747
3,"Trio",3,6,0.001280681220633386
6,"Straight",6,12,0.0005843491810995504
8,"SquareBomb",4,3,0.00013445272377617627
10,"SquareBomb",4,3,0.0004172570022886858
13,"StraightBomb",6,8,5.033475504909663e-05
14,"PairSteps",5,6,3.909418160674604e-05
10,"StraightBomb",6,8,4.98217316165595e-05
12,"StraightBomb",6,8,5.361199315604613e-05
9,"SquareBomb",4,14,0.00011305864407470767
7,"SquareBomb",4,10,0.00028802139587512214
5,"SquareBomb",4,5,0.0006528409461841446
8,"SquareBomb",4,5,0.00011800372033547385
8,"SquareBomb",4,4,0.00011228232783435997
10,"StraightBomb",5,11,0.00023198243783960516
5,"FullHouse",5,5,0.0016451591843840445
9,"SquareBomb",4,4,0.00032620198946145166
14,"PairSteps",6,14,2.6890177824745954e-06
7,"SquareBomb",4,12,0.0003471686468137633
4,"SquareBomb",4,12,0.000504906226955349
7,"StraightBomb",5,11,0.00025459034099675976
11,"Straight",10,10,5.5482082684155226e-05
11,"StraightBomb",5,11,0.00023211891735207797
9,"StraightBomb",5,11,0.00023167754933341736
12,"PairSteps",5,6,3.523073835968746e-05
6,"StraightBomb",5,11,0.00026295713149479766
8,"StraightBomb",5,11,8.224501720351208e-05
9,"StraightBomb",6,11,5.3749191445352826e-05
10,"StraightBomb",6,11,5.137866072957698e-05
14,"StraightBomb",6,11,3.681885886772908e-05
11,"StraightBomb",6,11,5.208522047900286e-05
12,"StraightBomb",6,11,5.054845068998635e-05
9,"Straight",9,11,0.0001723680967040625
6,"StraightBomb",5,10,0.0002986673592286591
3,"Trio",3,12,0.0013824572116770987
13,"StraightBomb",6,11,5.149187585482299e-05
7,"PairSteps",3,5,0.00028802139587512214
4,"SquareBomb",4,10,0.00038532317320276634
7,"PairSteps",3,8,0.00028802139587512214
5,"SquareBomb",4,10,0.00047875002720170607
4,"Trio",3,3,0.0030360808647183486
4,"SquareBomb",4,3,0.0006909243105704776
5,"Straight",5,12,0.0009923182381999
5,"FullHouse",5,9,0.0013970796248340695
10,"PairSteps",4,6,0.00010742810879820642
4,"SquareBomb",4,6,0.0004650452090378215
4,"PairSteps",2,7,0.0009566644300206613
7,"StraightBomb",5,14,0.0002057295684822301
10,"Straight",10,12,0.00013233897460648616
13,"StraightBomb",6,7,5.091331545195981e-05
6,"StraightBomb",6,7,3.2463843394419466e-05
6,"StraightBomb",5,6,0.0003408703556414044
8,"Straight",8,10,0.00010012436876949296
12,"StraightBomb",6,7,5.590965000559097e-05
5,"StraightBomb",5,10,0.00019150001088068244
6,"PairSteps",3,4,0.0003148992809258688
14,"StraightBomb",6,10,3.702570638945789e-05
14,"StraightBomb",7,11,7.653358303966156e-06
7,"PairSteps",3,4,0.0004680347682970735
13,"StraightBomb",6,10,5.785604028631797e-05
13,"StraightBomb",7,11,1.0992647654400415e-05
13,"StraightBomb",6,14,4.339203021473848e-05
10,"StraightBomb",6,14,3.736629871241962e-05
12,"StraightBomb",6,14,4.44213657578668e-05
6,"SquareBomb",4,5,0.000486957650916292
8,"SquareBomb",4,13,0.00011156715377172074
3,"Trio",3,8,0.0013909385442640748
14,"Straight",14,14,4.757492999762746e-06
5,"SquareBomb",4,14,0.00029160228929558463
14,"PairSteps",6,9,1.6547801738305202e-06
5,"StraightBomb",5,6,0.00016973864600787762
10,"Straight",9,9,8.874495944199661e-05
10,"Straight",10,10,3.269551137336717e-05
9,"Straight",9,12,0.00012603258683737905
8,"PairSteps",4,5,1.9309699691259356e-05
13,"PairSteps",5,10,4.049922820042258e-05
13,"PairSteps",5,6,4.28134698118753e-05
9,"SquareBomb",4,12,0.00030766778551477824
11,"StraightBomb",5,13,0.00021626689372803362
11,"StraightBomb",6,13,4.86883582738505e-05
9,"StraightBomb",5,13,0.00021128992499207662
9,"StraightBomb",6,13,3.7068407893346776e-05
9,"StraightBomb",5,12,0.00017051467630939518
8,"StraightBomb",6,13,1.1442785002227767e-05
8,"StraightBomb",5,12,7.008705813864507e-05
4,"SquareBomb",4,5,0.0005447672448728766
7,"StraightBomb",5,12,0.0002057295684822301
7,"StraightBomb",6,13,3.343105487836239e-05
14,"PairSteps",6,7,2.0684752172881504e-06
6,"PairSteps",3,7,0.00011362345188046812
8,"SquareBomb",4,12,0.00011514302408491691
9,"StraightBomb",6,10,5.004235065601815e-05
11,"StraightBomb",6,10,6.34080944961774e-05
7,"StraightBomb",6,10,4.37175333024739e-05
12,"StraightBomb",6,10,5.7441421238620856e-05
8,"StraightBomb",6,10,1.573382937806318e-05
10,"StraightBomb",6,10,6.072023540768189e-05
13,"PairSteps",5,11,4.223490940901212e-05
14,"PairSteps",5,11,3.330245099833922e-05
10,"PairSteps",4,13,9.652960500708403e-05
14,"StraightBomb",6,12,2.3580617477084913e-05
9,"PairSteps",4,13,7.59902361813609e-05
11,"PairSteps",4,13,0.00012228703938548498
10,"StraightBomb",6,9,9.497267589406654e-05
7,"StraightBomb",6,8,5.1432392120557526e-05
7,"StraightBomb",5,8,0.00027773491745101064
8,"StraightBomb",6,8,2.0024873753898593e-05
9,"StraightBomb",6,8,6.67231342080242e-05
8,"StraightBomb",6,9,2.0024873753898593e-05
13,"PairSteps",5,7,2.9506580546022166e-05
11,"StraightBomb",6,8,4.415920866698069e-05
4,"SquareBomb",4,11,0.0003786796702165118
12,"PairSteps",5,10,3.063542466059779e-05
4,"SquareBomb",4,4,0.0006311327836941862
7,"PairSteps",3,10,0.0004011726585403487
6,"PairSteps",3,10,0.00012660898923823593
13,"Straight",13,14,5.322755706341253e-05
10,"PairSteps",4,8,0.00010742810879820642
11,"PairSteps",5,13,1.3587448820609442e-05
6,"PairSteps",3,13,0.00015258006395377148
11,"Straight",11,13,0.0001268161889923548
10,"PairSteps",5,13,4.670787339052453e-06
9,"Straight",9,13,0.00013529968881071573
12,"Straight",12,14,6.433439178725536e-05
14,"StraightBomb",7,12,4.964340521491561e-06
6,"StraightBomb",5,13,0.000243478825458146
12,"PairSteps",5,14,9.190627398179337e-06
8,"StraightBomb",6,11,1.573382937806318e-05
12,"StraightBomb",7,12,4.595313699089668e-06
12,"StraightBomb",6,12,3.523073835968746e-05
7,"StraightBomb",6,11,4.6289152908501775e-05
13,"StraightBomb",7,12,6.9427248343581566e-06
13,"StraightBomb",6,12,3.934210739469622e-05
11,"PairSteps",4,8,0.0001505942244284213
10,"StraightBomb",5,12,0.0001883884226751156
9,"Straight",9,14,0.00013529968881071573
8,"Straight",8,13,7.795397282767667e-05
6,"PairSteps",3,11,9.414514584381645e-05
10,"PairSteps",4,9,0.00012922511638045118
14,"StraightBomb",7,8,6.619120695322081e-06
4,"SquareBomb",4,14,0.0002723836224364383
6,"StraightBomb",5,8,0.0002369860567792621
13,"StraightBomb",7,9,1.0414087251537235e-05
12,"StraightBomb",7,9,1.2254169864239116e-05
10,"StraightBomb",7,9,1.4012362017157358e-05
9,"StraightBomb",6,9,7.413681578669355e-05
9,"StraightBomb",7,9,1.668078355200605e-05
8,"Straight",8,12,6.078979532433501e-05
11,"PairSteps",5,6,2.491032283778398e-05
7,"PairSteps",3,14,0.00032402407035951245
11,"StraightBomb",6,12,4.189463386354578e-05
14,"StraightBomb",7,10,6.619120695322081e-06
12,"StraightBomb",7,10,1.302005548075406e-05
13,"StraightBomb",7,10,1.1571208057263595e-05
6,"PairSteps",3,6,0.0001460872952748876
8,"PairSteps",4,12,5.721392501113883e-06
8,"StraightBomb",6,14,5.721392501113883e-06
8,"StraightBomb",7,14,1.4303481252784708e-06
10,"StraightBomb",6,7,5.604944806862943e-05
11,"StraightBomb",6,7,6.114351969274249e-05
12,"StraightBomb",7,14,7.658856165149448e-06
13,"StraightBomb",7,14,8.099845640084516e-06
10,"StraightBomb",6,13,4.203708605147208e-05
10,"StraightBomb",7,14,7.784645565087422e-06
7,"StraightBomb",6,9,6.429049015069691e-05
10,"StraightBomb",7,10,1.5569291130174845e-05
11,"StraightBomb",7,10,1.3587448820609442e-05
11,"StraightBomb",6,14,4.076234646182833e-05
6,"PairSteps",3,9,0.00010388429886214229
9,"PairSteps",4,9,9.267101973336694e-05
5,"StraightBomb",5,7,0.00020020455682980438
9,"PairSteps",4,8,7.784365657602823e-05
14,"PairSteps",6,13,1.8616276955593353e-06
14,"PairSteps",6,11,2.8958653042034107e-06
13,"PairSteps",6,9,2.314241611452719e-06
12,"PairSteps",6,9,2.297656849544834e-06
12,"PairSteps",5,8,2.144479726241845e-05
9,"PairSteps",4,11,6.857655460269153e-05
5,"StraightBomb",5,8,0.00012621591626226796
14,"StraightBomb",8,11,1.2410851303728903e-06
11,"PairSteps",5,10,2.0381173230914165e-05
9,"Straight",9,9,2.7801305920010082e-05
12,"StraightBomb",7,11,1.1488284247724172e-05
11,"StraightBomb",7,11,7.926011812022175e-06
8,"PairSteps",4,11,5.721392501113883e-06
6,"StraightBomb",5,12,0.00020452221338484262
13,"PairSteps",6,11,2.314241611452719e-06
9,"PairSteps",4,7,6.116287302402218e-05
12,"PairSteps",5,7,2.8337767811052954e-05
8,"PairSteps",4,7,5.721392501113883e-06
13,"PairSteps",6,7,2.314241611452719e-06
5,"StraightBomb",5,12,0.00010880682436402411
5,"StraightBomb",5,9,0.00013056818923682894
6,"StraightBomb",6,8,2.5971074715535573e-05
11,"PairSteps",5,9,1.1322874017174535e-05
8,"StraightBomb",7,9,4.291044375835412e-06
11,"StraightBomb",7,9,7.926011812022175e-06
5,"StraightBomb",5,11,0.000121863643287707
11,"PairSteps",5,11,1.8116598427479256e-05
14,"StraightBomb",7,13,3.9301029128474855e-06
13,"StraightBomb",7,13,6.9427248343581566e-06
11,"StraightBomb",7,13,7.926011812022175e-06
12,"StraightBomb",7,13,7.658856165149448e-06
5,"StraightBomb",5,13,0.00011315909733858507
14,"StraightBomb",9,10,6.205425651864451e-07
14,"StraightBomb",8,9,1.2410851303728903e-06
14,"StraightBomb",8,10,8.273900869152601e-07
13,"StraightBomb",7,8,1.3306889265853133e-05
13,"StraightBomb",9,10,1.1571208057263594e-06
13,"StraightBomb",8,9,1.7356812085895391e-06
13,"StraightBomb",8,10,1.1571208057263594e-06
12,"StraightBomb",7,8,1.2254169864239116e-05
12,"StraightBomb",9,10,1.5317712330298895e-06
12,"StraightBomb",8,9,2.297656849544834e-06
12,"StraightBomb",8,10,1.5317712330298895e-06
8,"PairSteps",4,8,8.582088751670825e-06
6,"StraightBomb",6,9,2.2724690376093625e-05
12,"Straight",11,11,2.757188219453801e-05
11,"PairSteps",5,7,1.924888582919671e-05
12,"Straight",12,12,4.595313699089668e-06
13,"Straight",12,12,6.364164431494977e-06
11,"PairSteps",5,8,1.3587448820609442e-05
6,"StraightBomb",6,14,1.947830603665168e-05
8,"PairSteps",4,6,6.436566563753119e-06
6,"PairSteps",3,5,0.00014933367961432955
11,"StraightBomb",7,12,6.793724410304721e-06
7,"StraightBomb",6,14,2.828781566630664e-05
13,"PairSteps",6,13,2.8928020143158988e-06
12,"PairSteps",5,11,2.9869539044082843e-05
7,"StraightBomb",6,12,3.343105487836239e-05
8,"PairSteps",4,10,5.006218438474648e-06
11,"Straight",11,11,1.3587448820609442e-05
10,"PairSteps",5,7,4.670787339052453e-06
10,"StraightBomb",7,11,6.2277164520699375e-06
9,"StraightBomb",7,11,5.5602611840020165e-06
6,"StraightBomb",6,10,1.6231921697209733e-05
8,"PairSteps",4,13,6.436566563753119e-06
9,"StraightBomb",6,14,3.1508146709344763e-05
6,"StraightBomb",6,11,3.2463843394419466e-06
11,"StraightBomb",7,8,1.0190586615457082e-05
5,"StraightBomb",5,14,0.00010880682436402411
9,"StraightBomb",7,8,1.1120522368004033e-05
11,"StraightBomb",7,14,6.793724410304721e-06
10,"StraightBomb",6,12,3.736629871241962e-05
13,"PairSteps",6,14,2.8928020143158988e-06
14,"PairSteps",6,12,1.6547801738305202e-06
8,"StraightBomb",7,10,3.575870313196177e-06
9,"StraightBomb",7,10,9.267101973336694e-06
7,"StraightBomb",7,10,1.0286478424111506e-05
10,"PairSteps",5,6,6.2277164520699375e-06
8,"StraightBomb",6,7,1.2873133127506239e-05
8,"StraightBomb",6,12,1.2157959064867003e-05
10,"PairSteps",5,8,6.2277164520699375e-06
14,"PairSteps",6,8,2.0684752172881504e-06
10,"StraightBomb",7,8,7.784645565087422e-06
8,"PairSteps",4,9,7.86691468903159e-06
10,"PairSteps",5,11,1.4012362017157358e-05
13,"PairSteps",6,8,2.314241611452719e-06
14,"PairSteps",6,10,1.8616276955593353e-06
13,"PairSteps",6,10,1.1571208057263594e-06
9,"StraightBomb",6,12,3.7068407893346776e-05
6,"StraightBomb",6,13,6.492768678883893e-06
13,"PairSteps",6,12,3.4713624171790783e-06
12,"PairSteps",6,12,1.5317712330298895e-06
12,"PairSteps",6,10,7.658856165149447e-07
7,"StraightBomb",7,9,5.143239212055753e-06
8,"StraightBomb",7,11,7.151740626392354e-07
6,"StraightBomb",6,12,1.6231921697209733e-05
7,"StraightBomb",7,8,5.143239212055753e-06
8,"StraightBomb",7,8,2.145522187917706e-06
13,"StraightBomb",8,12,1.1571208057263594e-06
14,"StraightBomb",8,12,6.205425651864451e-07
11,"PairSteps",5,14,3.3968622051523605e-06
10,"PairSteps",5,14,3.1138582260349687e-06
12,"PairSteps",6,7,7.658856165149447e-07
9,"StraightBomb",7,14,5.5602611840020165e-06
12,"StraightBomb",8,11,2.297656849544834e-06
10,"StraightBomb",8,11,1.5569291130174844e-06
13,"StraightBomb",8,11,1.7356812085895391e-06
11,"StraightBomb",8,11,1.1322874017174535e-06
9,"StraightBomb",8,11,1.853420394667339e-06
14,"StraightBomb",8,14,8.273900869152601e-07
13,"StraightBomb",8,14,1.1571208057263594e-06
12,"StraightBomb",8,13,7.658856165149447e-07
12,"StraightBomb",9,13,7.658856165149447e-07
12,"StraightBomb",8,12,7.658856165149447e-07
13,"StraightBomb",8,13,1.1571208057263594e-06
13,"StraightBomb",9,13,5.785604028631797e-07
14,"StraightBomb",8,13,6.205425651864451e-07
14,"StraightBomb",9,13,2.0684752172881503e-07
7,"StraightBomb",7,14,2.5716196060278765e-06
14,"StraightBomb",9,11,4.1369504345763006e-07
14,"StraightBomb",10,11,2.0684752172881503e-07
12,"StraightBomb",9,11,7.658856165149447e-07
12,"StraightBomb",10,11,7.658856165149447e-07
13,"StraightBomb",9,11,5.785604028631797e-07
13,"StraightBomb",10,11,5.785604028631797e-07
10,"StraightBomb",7,13,7.784645565087422e-06
9,"StraightBomb",7,13,3.706840789334678e-06
8,"StraightBomb",7,13,7.151740626392354e-07
9,"StraightBomb",7,12,7.413681578669356e-06
10,"StraightBomb",7,12,4.670787339052453e-06
12,"PairSteps",6,14,1.5317712330298895e-06
14,"StraightBomb",9,14,2.0684752172881503e-07
10,"PairSteps",5,9,1.5569291130174844e-06
12,"StraightBomb",8,14,7.658856165149447e-07
11,"StraightBomb",8,14,1.1322874017174535e-06
12,"PairSteps",6,13,7.658856165149447e-07
7,"StraightBomb",7,11,2.5716196060278765e-06
8,"StraightBomb",8,9,7.151740626392354e-07
10,"StraightBomb",8,9,1.5569291130174844e-06
11,"StraightBomb",8,9,1.1322874017174535e-06
9,"StraightBomb",8,9,1.853420394667339e-06
8,"StraightBomb",7,12,7.151740626392354e-07
10,"StraightBomb",8,13,1.5569291130174844e-06
9,"StraightBomb",8,13,1.853420394667339e-06
11,"StraightBomb",8,13,1.1322874017174535e-06
12,"PairSteps",6,8,7.658856165149447e-07
12,"PairSteps",6,11,7.658856165149447e-07
13,"Straight",13,13,5.785604028631797e-07
